Product,SKU,Contact ID,Invoice No.,Date,Quantity,Unit Price,Discount,Tax,Price inc. tax,Total
Nigerian Soft chicken,156,CO0005,12911,02/23/2021,1.2 Kg,1550,0,0.0000(),1550,1860
Old layers,179,CO1197,12906,02/23/2021,4 Pc(s),2200,0,0.0000(),2200,8800
Old layers,179,CO0224,12905,02/23/2021,5 Pc(s),2200,0,0.0000(),2200,11000
Titus,161,CO0465,12907,02/23/2021,2 Kg,1300,0,0.0000(),1300,2600
Goatmeat - One-Eight,188,CO1055,12932,02/24/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Croaker,165,CO0005,12938,02/24/2021,1.9 Kg,1300,0,0.0000(),1300,2470
Chicken Orobo,157,CO0656,12937,02/24/2021,1.35 Kg,1650,0,0.0000(),1650,2227.5
Croaker,165,CO0005,12936,02/24/2021,1 Kg,1300,0,0.0000(),1300,1300
Egg Half,206,CO0024,12935,02/24/2021,1 1/2,800,0,0.0000(),800,800
Nigerian Soft chicken,156,CO0005,12934,02/24/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Chicken Orobo,157,CO0656,12933,02/24/2021,0.65 Kg,1650,0,0.0000(),1650,1072.5
Titus,161,CO1055,12932,02/24/2021,2.1 Kg,1300,0,0.0000(),1300,2730
Tilapia,163,CO0526,12931,02/24/2021,1 Kg,1500,0,0.0000(),1500,1500
Goatmeat - One-Eight,188,CO0535,12930,02/24/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Panla,162,CO0535,12930,02/24/2021,1.3 Kg,1000,0,0.0000(),1000,1300
Chicken Wings,158,CO0535,12930,02/24/2021,1 Kg,1900,0,0.0000(),1900,1900
Chicken Orobo,157,CO0535,12930,02/24/2021,2 Kg,1650,0,0.0000(),1650,3300
Titus,161,CO0039,12929,02/24/2021,1 Kg,1300,0,0.0000(),1300,1300
Titus,161,CO0396,12928,02/24/2021,2.7 Kg,1300,0,0.0000(),1300,3510
Old layers,179,CO0001,12927,02/24/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Egg,176,CO0001,12926,02/24/2021,1 Crt,1600,0,0.0000(),1600,1600
Egg Half,206,CO0535,12930,02/24/2021,1 1/2,800,0,0.0000(),800,800
Nigerian Soft chicken,156,CO0329,12950,02/25/2021,3 Kg,1550,0,0.0000(),1550,4650
Breeder,181,CO0001,12954,02/25/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Palm oil - 2.5 Ltrs,178,CO0001,12954,02/25/2021,1 Keg,2000,0,0.0000(),2000,2000
Tilapia,163,CO0278,12953,02/25/2021,2 Kg,1500,0,0.0000(),1500,3000
Chicken Wings,158,CO0329,12950,02/25/2021,2 Kg,1900,0,0.0000(),1900,3800
Tilapia,163,CO0378,12951,02/25/2021,2.7 Kg,1500,0,0.0000(),1500,4050
Chicken Wings,158,CO0378,12951,02/25/2021,2 Kg,1900,0,0.0000(),1900,3800
Nigerian Soft chicken,156,CO0696,12955,02/25/2021,13 Kg,1550,0,0.0000(),1550,20150
Smoked Oldlayers,205,CO0726,12952,02/25/2021,2 Pc(s),2400,0,0.0000(),2400,4800
Nigerian Soft chicken,156,CO0005,12956,02/25/2021,2 Kg,1550,0,0.0000(),1550,3100
Cow Leg/Kg,231,CO1217,12959,02/25/2021,1 Kg,2000,0,0.0000(),2000,2000
Chicken Orobo,157,CO0656,12958,02/25/2021,1.3 Kg,1650,0,0.0000(),1650,2145
Sausage,170,CO0656,12958,02/25/2021,2 Pk(s),600,0,0.0000(),600,1200
Chicken Gizzard,174,CO1217,12959,02/25/2021,1 Kg,1900,0,0.0000(),1900,1900
Sausage,170,CO1217,12960,02/25/2021,1 Pk(s),600,0,0.0000(),600,600
Egg,176,CO1217,12960,02/25/2021,1 Crt,1600,0,0.0000(),1600,1600
Chicken Gizzard,174,CO0133,12961,02/25/2021,1 Kg,1900,0,0.0000(),1900,1900
Cow Beef/Kg,232,CO0133,12961,02/25/2021,1 Kg,2500,0,0.0000(),2500,2500
Chicken Wings,158,CO0463,12962,02/25/2021,2 Kg,1900,0,0.0000(),1900,3800
Nigerian Soft chicken,156,CO0001,12957,02/25/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Croaker,165,CO0005,12949,02/25/2021,1 Kg,1300,0,0.0000(),1300,1300
Croaker,165,CO0005,12963,02/25/2021,1 Kg,1300,0,0.0000(),1300,1300
Shawarma,195,CO0683,12948,02/25/2021,20 Pc(s),1000,0,0.0000(),1000,20000
Nigerian Soft chicken,156,CO0005,12949,02/25/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Nigerian Soft chicken,156,CO0370,12940,02/25/2021,2 Kg,1550,0,0.0000(),1550,3100
Shrimps,171,CO0370,12940,02/25/2021,0.5 Kg,3400,0,0.0000(),3400,1700
Cow Leg/Kg,231,CO0370,12940,02/25/2021,1 Kg,2000,0,0.0000(),2000,2000
Cow Beef/Kg,232,CO0370,12940,02/25/2021,2 Kg,2500,0,0.0000(),2500,5000
Turkey,160,CO0447,12941,02/25/2021,2 Kg,2300,0,0.0000(),2300,4600
Chicken Gizzard,174,CO0447,12941,02/25/2021,1 Kg,1900,0,0.0000(),1900,1900
Tilapia,163,CO0479,12942,02/25/2021,2.3 Kg,1500,0,0.0000(),1500,3450
Titus,161,CO0382,12943,02/25/2021,1 Kg,1300,0,0.0000(),1300,1300
Tilapia,163,CO0382,12943,02/25/2021,2 Kg,1500,0,0.0000(),1500,3000
Chicken Gizzard,174,CO0078,12939,02/25/2021,1 Kg,1900,0,0.0000(),1900,1900
Old layers,179,CO0382,12943,02/25/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Breeder,181,CO0382,12943,02/25/2021,2 Pc(s),6000,0,0.0000(),6000,12000
Old layers,179,CO0001,12944,02/25/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Chicken - Normal Laps,159,CO0001,12945,02/25/2021,2 Kg,1600,0,0.0000(),1600,3200
Titus,161,CO0001,12945,02/25/2021,3 Kg,1300,0,0.0000(),1300,3900
Croaker,165,CO0001,12945,02/25/2021,2 Kg,1300,0,0.0000(),1300,2600
Old layers,179,CO0001,12945,02/25/2021,4 Pc(s),2200,0,0.0000(),2200,8800
Old layers,179,CO0001,12946,02/25/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Shrimps,171,CO0382,12943,02/25/2021,1 Kg,3400,0,0.0000(),3400,3400
Live Catfish,182,CO0294,12947,02/25/2021,3.4 Kg,1200,0,0.0000(),1200,4080
Cow Beef/Kg,232,CO0602,12972,02/26/2021,1 Kg,2500,0,0.0000(),2500,2500
Chicken Wings,158,CO0602,12972,02/26/2021,1 Kg,1900,0,0.0000(),1900,1900
Chicken Gizzard,174,CO0001,12981,02/26/2021,2 Kg,1900,0,0.0000(),1900,3800
Turkey,160,CO0005,12983,02/26/2021,0.7 Kg,2300,0,0.0000(),2300,1610
Live Catfish,182,CO0140,12982,02/26/2021,2.2 Kg,1200,0,0.0000(),1200,2640
Nigerian Soft chicken,156,CO0005,12973,02/26/2021,3 Kg,1550,0,0.0000(),1550,4650
Live Catfish,182,CO0005,12984,02/26/2021,1.2 Kg,1200,0,0.0000(),1200,1440
Croaker,165,CO0005,12973,02/26/2021,1 Kg,1300,0,0.0000(),1300,1300
Titus,161,CO0025,12976,02/26/2021,3.1 Kg,1300,0,0.0000(),1300,4030
Titus,161,CO0374,12975,02/26/2021,1.5 Kg,1300,0,0.0000(),1300,1950
Egg,176,CO0374,12975,02/26/2021,1 Crt,1600,0,0.0000(),1600,1600
Old layers,179,CO0025,12976,02/26/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Titus,161,CO0206,12977,02/26/2021,5 Kg,1300,0,0.0000(),1300,6500
Panla,162,CO0206,12977,02/26/2021,3 Kg,1000,0,0.0000(),1000,3000
Croaker,165,CO0206,12977,02/26/2021,30 Kg,1300,0,0.0000(),1300,39000
Old layers,179,CO0206,12977,02/26/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Sausage,170,CO0656,12980,02/26/2021,2 Pk(s),600,0,0.0000(),600,1200
Old layers,179,CO1047,12974,02/26/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Croaker,165,CO0602,12979,02/26/2021,1 Kg,1300,0,0.0000(),1300,1300
Chicken Gizzard,174,CO0206,12977,02/26/2021,1 Kg,1900,0,0.0000(),1900,1900
Old layers,179,CO0001,12978,02/26/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Chicken Wings,158,CO0602,12979,02/26/2021,0.5 Kg,1900,0,0.0000(),1900,950
Sausage,170,CO0225,12970,02/26/2021,4 Pk(s),600,0,0.0000(),600,2400
Smoked Oldlayers,205,CO0768,12969,02/26/2021,2 Pc(s),2400,0,0.0000(),2400,4800
Cow Beef/Kg,232,CO0602,12968,02/26/2021,1 Kg,2500,0,0.0000(),2500,2500
Turkey,160,CO0602,12968,02/26/2021,2 Kg,2300,0,0.0000(),2300,4600
Nigerian Soft chicken,156,CO0602,12968,02/26/2021,1 Kg,1550,0,0.0000(),1550,1550
Shawarma,195,CO0683,12966,02/26/2021,5 Pc(s),1000,0,0.0000(),1000,5000
Barbeque Chicken,198,CO0683,12965,02/26/2021,4 Pc(s),1000,0,0.0000(),1000,4000
Barbeque Croaker,197,CO0683,12965,02/26/2021,2 Pc(s),2500,0,0.0000(),2500,5000
Asun,196,CO0683,12965,02/26/2021,59 Pk(s),500,0,0.0000(),500,29500
Egg Half,206,CO0001,12967,02/26/2021,1 1/2,800,0,0.0000(),800,800
Asun,196,CO0683,12964,02/26/2021,53 Pk(s),500,0,0.0000(),500,26500
Egg,176,CO0225,12970,02/26/2021,1 Crt,1600,0,0.0000(),1600,1600
Saki,230,CO0039,12971,02/26/2021,1 Pk(s),1000,0,0.0000(),1000,1000
Goatmeat - One-Eight,188,CO0039,12971,02/26/2021,1 Pk(s),3000,0,0.0000(),3000,3000
Old layers,179,CO0225,12970,02/26/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Breeder,181,CO0225,12970,02/26/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Barbeque Chicken,198,CO0683,12964,02/26/2021,2 Pc(s),1000,0,0.0000(),1000,2000
Old layers,179,CO0074,13000,02/27/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Live Catfish,182,CO0074,13000,02/27/2021,1 Kg,1200,0,0.0000(),1200,1200
Croaker,165,CO0284,13001,02/27/2021,3 Kg,1300,0,0.0000(),1300,3900
Turkey,160,CO0039,13002,02/27/2021,0.5 Kg,2300,0,0.0000(),2300,1150
Titus,161,CO0081,13003,02/27/2021,1.1 Kg,1300,0,0.0000(),1300,1430
Sausage,170,CO0081,13003,02/27/2021,2 Pk(s),600,0,0.0000(),600,1200
Old layers,179,CO0081,13003,02/27/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Chicken - Normal Laps,159,CO0623,13005,02/27/2021,1 Kg,1600,0,0.0000(),1600,1600
Egg Half,206,CO0039,13006,02/27/2021,2 1/2,800,0,0.0000(),800,1600
Shrimps,171,CO0564,12999,02/27/2021,0.5 Kg,3400,0,0.0000(),3400,1700
Croaker,165,CO0001,13004,02/27/2021,1 Kg,1300,0,0.0000(),1300,1300
Chicken Orobo,157,CO0535,13007,02/27/2021,1.3 Kg,1650,0,0.0000(),1650,2145
Panla,162,CO0081,13003,02/27/2021,2 Kg,1000,0,0.0000(),1000,2000
Nigerian Soft chicken,156,CO0564,12999,02/27/2021,1 Kg,1550,0,0.0000(),1550,1550
Old layers,179,CO0695,12996,02/27/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Panla,162,CO0001,12997,02/27/2021,1 Kg,1000,0,0.0000(),1000,1000
Nigerian Soft chicken,156,CO0005,12985,02/27/2021,2 Kg,1550,0,0.0000(),1550,3100
Croaker,165,CO0005,12985,02/27/2021,0.9 Kg,1300,0,0.0000(),1300,1170
Titus,161,CO0001,12986,02/27/2021,1 Kg,1300,0,0.0000(),1300,1300
Old layers,179,CO0956,12988,02/27/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Live Catfish,182,CO0956,12988,02/27/2021,1 Kg,1200,0,0.0000(),1200,1200
Titus,161,CO1112,12989,02/27/2021,1.5 Kg,1300,0,0.0000(),1300,1950
Old layers,179,CO1112,12989,02/27/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Nigerian Soft chicken,156,CO0073,12990,02/27/2021,0.5 Kg,1550,0,0.0000(),1550,775
Chicken Wings,158,CO0073,12990,02/27/2021,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0073,12990,02/27/2021,1.5 Kg,2300,0,0.0000(),2300,3450
Shrimps,171,CO0073,12990,02/27/2021,0.25 Kg,3400,0,0.0000(),3400,850
Panla,162,CO0444,12991,02/27/2021,5 Kg,1000,0,0.0000(),1000,5000
Croaker,165,CO0444,12991,02/27/2021,10 Kg,1300,0,0.0000(),1300,13000
Chicken Gizzard,174,CO0444,12991,02/27/2021,1 Kg,1900,0,0.0000(),1900,1900
Breeder,181,CO0444,12991,02/27/2021,6 Pc(s),6000,0,0.0000(),6000,36000
Saki,230,CO0444,12991,02/27/2021,3 Pk(s),1000,0,0.0000(),1000,3000
Panla,162,CO0410,12992,02/27/2021,3 Kg,1000,0,0.0000(),1000,3000
Smoked Oldlayers,205,CO0410,12992,02/27/2021,2 Pc(s),2400,0,0.0000(),2400,4800
Nigerian Soft chicken,156,CO0001,12993,02/27/2021,2 Kg,1550,0,0.0000(),1550,3100
Turkey,160,CO0001,12993,02/27/2021,2 Kg,2300,0,0.0000(),2300,4600
Chicken - Normal Laps,159,CO0649,12994,02/27/2021,1 Kg,1600,0,0.0000(),1600,1600
Smoked Oldlayers,205,CO0001,12995,02/27/2021,2 Pc(s),2400,0,0.0000(),2400,4800
Cow Leg/Kg,231,CO0695,12996,02/27/2021,1 Kg,2000,0,0.0000(),2000,2000
Old layers,179,CO0001,12998,02/27/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Egg,176,CO0001,12987,02/27/2021,1 Crt,1600,0,0.0000(),1600,1600
Panla,162,CO0001,12993,02/27/2021,2 Kg,1000,0,0.0000(),1000,2000
Sausage,170,CO0535,13007,02/27/2021,1 Pk(s),600,0,0.0000(),600,600
Titus,161,CO0535,13007,02/27/2021,1.9 Kg,1300,0,0.0000(),1300,2470
Egg,176,CO0001,13019,02/27/2021,1 Crt,1600,0,0.0000(),1600,1600
Chicken Orobo,157,CO0455,13018,02/27/2021,2 Kg,1650,0,0.0000(),1650,3300
Nigerian Soft chicken,156,CO0005,13017,02/27/2021,2 Kg,1550,0,0.0000(),1550,3100
Chicken Orobo,157,CO0656,13016,02/27/2021,1.2 Kg,1650,0,0.0000(),1650,1980
Nigerian Soft chicken,156,CO0327,13015,02/27/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Chicken Breast,168,CO0001,13014,02/27/2021,1 Pk(s),2200,0,0.0000(),2200,2200
Kote,164,CO0001,13013,02/27/2021,1 Kg,1200,0,0.0000(),1200,1200
Live Catfish,182,CO0001,13012,02/27/2021,5 Kg,1200,0,0.0000(),1200,6000
Ponmo,175,CO0001,13012,02/27/2021,1 Pk(s),500,0,0.0000(),500,500
Chicken Gizzard,174,CO0001,13014,02/27/2021,1 Kg,1900,0,0.0000(),1900,1900
Tilapia,163,CO0001,13012,02/27/2021,5 Kg,1500,0,0.0000(),1500,7500
Shrimps,171,CO0001,13012,02/27/2021,1 Kg,3400,0,0.0000(),3400,3400
Egg,176,CO0270,13008,02/27/2021,1 Crt,1600,0,0.0000(),1600,1600
Turkey,160,CO0001,13009,02/27/2021,1 Kg,2300,0,0.0000(),2300,2300
Turkey,160,CO0718,13010,02/27/2021,2 Kg,2300,0,0.0000(),2300,4600
Chicken Gizzard,174,CO0718,13010,02/27/2021,1 Kg,1900,0,0.0000(),1900,1900
Titus,161,CO0270,13008,02/27/2021,2 Kg,1300,0,0.0000(),1300,2600
Nigerian Soft chicken,156,CO0001,13012,02/27/2021,2 Kg,1550,0,0.0000(),1550,3100
Titus,161,CO0001,13012,02/27/2021,2 Kg,1300,0,0.0000(),1300,2600
Panla,162,CO0001,13012,02/27/2021,4 Kg,1000,0,0.0000(),1000,4000
Croaker,165,CO0001,13011,02/27/2021,4.6 Kg,1300,0,0.0000(),1300,5980
Turkey,160,CO0447,13041,02/28/2021,3 Kg,2300,0,0.0000(),2300,6900
Chicken Orobo,157,CO0421,13035,02/28/2021,1 Kg,1650,0,0.0000(),1650,1650
Panla,162,CO0421,13035,02/28/2021,1.2 Kg,1000,0,0.0000(),1000,1200
Turkey,160,CO0001,13036,02/28/2021,1 Kg,2300,0,0.0000(),2300,2300
Chicken Breast,168,CO0001,13036,02/28/2021,1 Pk(s),2200,0,0.0000(),2200,2200
Croaker,165,CO0327,13037,02/28/2021,8.8 Kg,1300,0,0.0000(),1300,11440
Old layers,179,CO0001,13038,02/28/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Old layers,179,CO0639,13039,02/28/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Breeder,181,CO0170,13040,02/28/2021,1 Pc(s),6000,0,0.0000(),6000,6000
Chicken Wings,158,CO0447,13041,02/28/2021,1 Kg,1900,0,0.0000(),1900,1900
Titus,161,CO0160,13042,02/28/2021,1 Kg,1300,0,0.0000(),1300,1300
Sausage,170,CO0656,13049,02/28/2021,3 Pk(s),600,0,0.0000(),600,1800
Turkey,160,CO0278,13044,02/28/2021,1 Kg,2300,0,0.0000(),2300,2300
Shrimps,171,CO0001,13045,02/28/2021,0.25 Kg,3400,0,0.0000(),3400,850
Old layers,179,CO0673,13046,02/28/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Nigerian Soft chicken,156,CO0602,13047,02/28/2021,2 Kg,1550,0,0.0000(),1550,3100
Turkey,160,CO0602,13047,02/28/2021,2 Kg,2300,0,0.0000(),2300,4600
Croaker,165,CO0602,13047,02/28/2021,2 Kg,1300,0,0.0000(),1300,2600
Live Catfish,182,CO0602,13047,02/28/2021,2 Kg,1200,0,0.0000(),1200,2400
Live Catfish,182,CO0005,13048,02/28/2021,2 Kg,1200,0,0.0000(),1200,2400
Chicken Orobo,157,CO0656,13049,02/28/2021,1.8 Kg,1650,0,0.0000(),1650,2970
Turkey,160,CO0493,13034,02/28/2021,1 Kg,2300,0,0.0000(),2300,2300
Titus,161,CO0438,13043,02/28/2021,2.15 Kg,1300,0,0.0000(),1300,2795
Nigerian Soft chicken,156,CO0493,13034,02/28/2021,1 Kg,1550,0,0.0000(),1550,1550
Egg Half,206,CO0648,13029,02/28/2021,3 1/2,800,0,0.0000(),800,2400
Croaker,165,CO0005,13032,02/28/2021,1 Kg,1300,0,0.0000(),1300,1300
Shawarma,195,CO0683,13051,02/28/2021,19 Pc(s),1000,0,0.0000(),1000,19000
Old layers,179,CO0474,13020,02/28/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Live Catfish,182,CO0474,13020,02/28/2021,1 Kg,1200,0,0.0000(),1200,1200
Asun,196,CO0683,13052,02/28/2021,60 Pk(s),500,0,0.0000(),500,30000
Barbeque Croaker,197,CO0683,13052,02/28/2021,1 Pc(s),2500,0,0.0000(),2500,2500
Barbeque Chicken,198,CO0683,13052,02/28/2021,2 Pc(s),1000,0,0.0000(),1000,2000
Chicken Orobo,157,CO0001,13033,02/28/2021,2 Kg,1650,0,0.0000(),1650,3300
Old layers,179,CO0089,13021,02/28/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Sausage,170,CO0001,13022,02/28/2021,1 Pk(s),600,0,0.0000(),600,600
Old layers,179,CO0001,13023,02/28/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Sausage,170,CO0520,13024,02/28/2021,1 Pk(s),600,0,0.0000(),600,600
Catfish Peppersoup,201,CO0683,13052,02/28/2021,3 Pc(s),3000,0,0.0000(),3000,9000
Ponmo,175,CO0054,13025,02/28/2021,1 Pk(s),500,0,0.0000(),500,500
Old layers,179,CO0029,13026,02/28/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Ofada Rice,177,CO0054,13027,02/28/2021,1 Kg,1000,0,0.0000(),1000,1000
Chicken Gizzard,174,CO0029,13028,02/28/2021,1 Kg,1900,0,0.0000(),1900,1900
Turkey,160,CO0648,13029,02/28/2021,1 Kg,2300,0,0.0000(),2300,2300
Titus,161,CO0648,13029,02/28/2021,6 Kg,1300,0,0.0000(),1300,7800
Croaker,165,CO0648,13029,02/28/2021,2 Kg,1300,0,0.0000(),1300,2600
Nigerian Soft chicken,156,CO0001,13030,02/28/2021,2 Kg,1550,0,0.0000(),1550,3100
Titus,161,CO0001,13031,02/28/2021,0.5 Kg,1300,0,0.0000(),1300,650
Nigerian Soft chicken,156,CO0005,13032,02/28/2021,1.5 Kg,1550,0,0.0000(),1550,2325
Kote,164,CO0054,13025,02/28/2021,1.2 Kg,1200,0,0.0000(),1200,1440
Old layers,179,CO0091,13064,03/01/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Egg Half,206,CO0091,13064,03/01/2021,1 1/2,800,0,0.0000(),800,800
Chicken Orobo,157,CO0455,13065,03/01/2021,1 Kg,1650,0,0.0000(),1650,1650
Croaker,165,CO0455,13065,03/01/2021,1.1 Kg,1300,0,0.0000(),1300,1430
Chicken Orobo,157,CO0526,13066,03/01/2021,1 Kg,1650,0,0.0000(),1650,1650
Chicken Wings,158,CO0001,13070,03/01/2021,0.5 Kg,1900,0,0.0000(),1900,950
Turkey,160,CO0602,13067,03/01/2021,2 Kg,2300,0,0.0000(),2300,4600
Chicken Orobo,157,CO0656,13068,03/01/2021,1.9 Kg,1650,0,0.0000(),1650,3135
Chicken - Normal Laps,159,CO0001,13069,03/01/2021,1 Kg,1600,0,0.0000(),1600,1600
Sausage,170,CO1218,13063,03/01/2021,1 Pk(s),600,0,0.0000(),600,600
Ponmo,175,CO0526,13066,03/01/2021,1 Pk(s),500,0,0.0000(),500,500
Nigerian Soft chicken,156,CO0104,13062,03/01/2021,3 Kg,1550,0,0.0000(),1550,4650
Titus,161,CO0690,13058,03/01/2021,2 Kg,1300,0,0.0000(),1300,2600
Nigerian Soft chicken,156,CO0494,13060,03/01/2021,5 Kg,1550,0,0.0000(),1550,7750
Turkey,160,CO0531,13061,03/01/2021,5 Kg,2300,0,0.0000(),2300,11500
Titus,161,CO0463,13053,03/01/2021,1 Kg,1300,0,0.0000(),1300,1300
Croaker,165,CO0005,13054,03/01/2021,1 Kg,1300,0,0.0000(),1300,1300
Old layers,179,CO0001,13055,03/01/2021,5 Pc(s),2200,0,0.0000(),2200,11000
Live Catfish,182,CO0140,13056,03/01/2021,2 Kg,1200,0,0.0000(),1200,2400
Nigerian Soft chicken,156,CO0005,13054,03/01/2021,3 Kg,1550,0,0.0000(),1550,4650
Titus,161,CO0001,13057,03/01/2021,2 Kg,1300,0,0.0000(),1300,2600
Sausage,170,CO0001,13057,03/01/2021,1 Pk(s),600,0,0.0000(),600,600
Smoked Oldlayers,205,CO0284,13050,03/01/2021,4 Pc(s),2400,0,0.0000(),2400,9600
Chicken Orobo,157,CO0656,13059,03/01/2021,2 Kg,1650,0,0.0000(),1650,3300
Sausage,170,CO0656,13059,03/01/2021,1 Pk(s),600,0,0.0000(),600,600
Chicken Orobo,157,CO0001,13057,03/01/2021,2.1 Kg,1650,0,0.0000(),1650,3465
Titus,161,CO0254,13095,03/02/2021,2 Kg,1300,0,0.0000(),1300,2600
Sausage,170,CO1146,13091,03/02/2021,2 Pk(s),600,0,0.0000(),600,1200
Shrimps,171,CO0673,13092,03/02/2021,0.5 Kg,3400,0,0.0000(),3400,1700
Old layers,179,CO0673,13092,03/02/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Old layers,179,CO0001,13093,03/02/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Nigerian Soft chicken,156,CO0005,13094,03/02/2021,3 Kg,1550,0,0.0000(),1550,4650
Croaker,165,CO0005,13094,03/02/2021,1 Kg,1300,0,0.0000(),1300,1300
Live Catfish,182,CO0042,13096,03/02/2021,1.4 Kg,1200,0,0.0000(),1200,1680
Titus,161,CO0321,13100,03/02/2021,0.5 Kg,1300,0,0.0000(),1300,650
Nigerian Soft chicken,156,CO0501,13098,03/02/2021,1.2 Kg,1550,0,0.0000(),1550,1860
Chicken Wings,158,CO0501,13098,03/02/2021,2 Kg,1900,0,0.0000(),1900,3800
Egg,176,CO0501,13098,03/02/2021,1 Crt,1600,0,0.0000(),1600,1600
Chicken - Normal Laps,159,CO1127,13099,03/02/2021,1.5 Kg,1600,0,0.0000(),1600,2400
Old layers,179,CO1047,13090,03/02/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Turkey,160,CO0602,13101,03/02/2021,2 Kg,2300,0,0.0000(),2300,4600
Sausage,170,CO0001,13102,03/02/2021,1 Pk(s),600,0,0.0000(),600,600
Titus,161,CO0001,13103,03/02/2021,3 Kg,1300,0,0.0000(),1300,3900
Live Catfish,182,CO0001,13103,03/02/2021,4.3 Kg,1200,0,0.0000(),1200,5160
Titus,161,CO0001,13097,03/02/2021,2 Kg,1300,0,0.0000(),1300,2600
Live Catfish,182,CO0001,13089,03/02/2021,1 Kg,1200,0,0.0000(),1200,1200
Breeder,181,CO1146,13091,03/02/2021,2 Pc(s),6000,0,0.0000(),6000,12000
Smoked Catfish,183,CO0255,13087,03/02/2021,10 Pk(s),1500,0,0.0000(),1500,15000
Smoked Oldlayers,205,CO0001,13088,03/02/2021,1 Pc(s),2400,0,0.0000(),2400,2400
Chicken Gizzard,174,CO0145,13072,03/02/2021,2 Kg,1900,0,0.0000(),1900,3800
Old layers,179,CO0145,13072,03/02/2021,2 Pc(s),2200,0,0.0000(),2200,4400
Chicken Orobo,157,CO0001,13073,03/02/2021,2 Kg,1650,0,0.0000(),1650,3300
Old layers,179,CO0127,13074,03/02/2021,3 Pc(s),2200,0,0.0000(),2200,6600
Chicken - Normal Laps,159,CO0871,13075,03/02/2021,0.65 Kg,1600,0,0.0000(),1600,1040
Turkey,160,CO0871,13075,03/02/2021,0.5 Kg,2300,0,0.0000(),2300,1150
Croaker,165,CO0414,13076,03/02/2021,2.8 Kg,1300,0,0.0000(),1300,3640
Chicken Orobo,157,CO0084,13077,03/02/2021,2 Kg,1650,0,0.0000(),1650,3300
Chicken Orobo,157,CO0656,13078,03/02/2021,2 Kg,1650,0,0.0000(),1650,3300
Smoked Oldlayers,205,CO0001,13071,03/02/2021,4 Pc(s),2400,0,0.0000(),2400,9600
Croaker,165,CO0278,13079,03/02/2021,2 Kg,1300,0,0.0000(),1300,2600
Titus,161,CO0001,13080,03/02/2021,1.2 Kg,1300,0,0.0000(),1300,1560
Titus,161,CO0001,13081,03/02/2021,1 Kg,1300,0,0.0000(),1300,1300
Breeder,181,CO1143,13082,03/02/2021,4 Pc(s),6000,0,0.0000(),6000,24000
Nigerian Soft chicken,156,CO0601,13083,03/02/2021,1 Kg,1550,0,0.0000(),1550,1550
Titus,161,CO0601,13083,03/02/2021,1 Kg,1300,0,0.0000(),1300,1300
Smoked Catfish,183,CO0622,13084,03/02/2021,10 Pk(s),1500,0,0.0000(),1500,15000
Smoked Catfish,183,CO0479,13085,03/02/2021,10 Pk(s),1500,0,0.0000(),1500,15000
Smoked Catfish,183,CO1188,13086,03/02/2021,4 Pk(s),1500,0,0.0000(),1500,6000
Panla,162,CO0278,13079,03/02/2021,2 Kg,1000,0,0.0000(),1000,2000
Old layers,179,CO0322,13120,03/03/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Old layers,179,CO0941,13119,03/03/2021,1 Pc(s),2200,0,0.0000(),2200,2200
Titus,161,CO0941,13119,03/03/2021,1 Kg,1300,0,0.0000(),1300,1300
Smoked Oldlayers,205,CO0174,13115,03/03/2021,3 Pc(s),2400,0,0.0000(),2400,7200
